日期,类型,主题,新词序号,单词,中文,词组
Day 47,新词,数字与量词,29,three,三；三个,three times
Day 47,新词,数字与量词,30,four,四；四个,four people
Day 47,新词,数字与量词,31,five,五；五个,five apples
Day 47,新词,数字与量词,32,six,六；六个,on page six
Day 47,新词,数字与量词,33,seven,七；七个,seven days
Day 47,新词,数字与量词,34,eight,八；八个,eight o'clock
Day 47,新词,数字与量词,35,nine,九；九个,nine times out of ten
Day 47,新词,数字与量词,36,ten,十；十个,ten minutes
Day 47,新词,数字与量词,37,eleven,十一；十一个,eleven players
Day 47,新词,数字与量词,38,twelve,十二；十二个,twelve months
Day 47,新词,数字与量词,39,thirteen,十三；十三个,thirteen years old
Day 47,新词,数字与量词,40,twenty,二十；二十个,twenty students
Day 47,新词,数字与量词,41,thirty,三十；三十个,thirty minutes
Day 47,新词,数字与量词,42,forty,四十；四十个,forty days
Day 47,新词,数字与量词,43,fifty,五十；五十个,fifty percent
Day 47,新词,数字与量词,44,sixty,六十；六十个,sixty years old
Day 47,新词,数字与量词,45,seventy,七十；七十个,seventy students
Day 47,新词,数字与量词,46,eighty,八十；八十个,eighty pages
Day 47,新词,数字与量词,47,ninety,九十；九十个,ninety percent
Day 47,新词,数字与量词,48,pair,一对；一双,a pair of
Day 47,新词,数字与量词,49,dozen,一打；十二,three dozen
Day 47,新词,数字与量词,50,piece,件；张,a piece of
Day 48,复习,身体与健康复习,—,—,复习 75 词,看英文说中文
Day 48,复习,数字与量词复习,—,—,复习 50 词,看英文说中文
Day 48,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 48,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 48,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 48,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 49,休息,—,—,—,休息,—
Day 50,新词,数字与量词,51,bottle,瓶子；一瓶,a bottle of
Day 50,新词,数字与量词,52,cup,杯子；一杯,a cup of
Day 50,新词,数字与量词,53,glass,玻璃杯；一杯,a glass of
Day 50,新词,数字与量词,54,bowl,碗；一碗,a bowl of
Day 50,新词,数字与量词,55,plate,盘子；一盘,a plate of
Day 50,新词,数字与量词,56,spoon,勺；匙,a spoon of
Day 50,新词,数字与量词,57,fork,叉；叉状物,a fork and knife
Day 50,新词,数字与量词,58,knife,小刀；菜刀,a sharp knife
Day 50,新词,数字与量词,59,chopsticks,筷子,a pair of chopsticks
Day 50,新词,数字与量词,60,tray,托盘；盘子,a tea tray
Day 50,新词,数字与量词,61,basket,篮子；筐,a shopping basket
Day 50,新词,数字与量词,62,box,盒子；箱子,a box of
Day 50,新词,数字与量词,63,pack,包；一包,a pack of
Day 50,新词,数字与量词,64,group,群；组,a group of
Day 50,新词,数字与量词,65,team,队；组,a team of
Day 50,新词,数字与量词,66,class,班级；阶级,in a class
Day 50,新词,数字与量词,67,grade,年级；成绩,third grade
Day 50,新词,数字与量词,68,quarter,四分之一；一刻钟,a quarter of
Day 50,新词,数字与量词,69,half,一半；半个,half an hour
Day 50,新词,数字与量词,70,percent,百分之；百分数,fifty percent
Day 50,新词,数字与量词,71,percent,百分之,fifty percent
Day 50,新词,数字与量词,72,every,每个的,every day
Day 50,新词,数字与量词,73,each,每个；各自,each of
Day 50,新词,数字与量词,74,all,全部的；所有的,all of us
Day 50,新词,数字与量词,75,whole,全部的；完整的,the whole world
Day 51,新词,数字与量词,76,total,全部的；总的,total amount
Day 51,新词,数字与量词,77,complete,完整的；完成的,complete the task
Day 51,新词,数字与量词,78,nearly,几乎；差不多,nearly done
Day 51,新词,数字与量词,79,almost,几乎；差不多,almost over
Day 51,新词,数字与量词,80,enough,足够的；充足的,enough time
Day 51,新词,数字与量词,81,too much,太多,too much work
Day 51,新词,数字与量词,82,too many,太多,too many people
Day 51,新词,数字与量词,83,more,更多的；更大的,more time
Day 51,新词,数字与量词,84,less,较少的；更小的,less work
Day 51,新词,数字与量词,85,few,很少的；少数的,a few days
Day 51,新词,数字与量词,86,little,小的；少的,a little bit
Day 51,新词,数字与量词,87,many,许多的,many people
Day 51,新词,数字与量词,88,much,许多的；大量的,much time
Day 51,新词,数字与量词,89,several,几个；数个,several times
Day 51,新词,数字与量词,90,various,各种各样的,various kinds of
Day 51,新词,数字与量词,91,some,一些；若干,some of
Day 51,新词,数字与量词,92,any,一些；任何,any of
Day 51,新词,数字与量词,93,no,没有的；不,no problem
Day 51,新词,数字与量词,94,none,没有人；没有东西,none of us
Day 51,新词,数字与量词,95,nothing,没有什么；无关紧要,nothing to do
Day 51,新词,数字与量词,96,everyone,每个人,everyone knows
Day 51,新词,数字与量词,97,everything,每件事；一切,everything is fine
Day 51,新词,数字与量词,98,everywhere,处处；到处,everywhere we go
Day 51,新词,食物与饮料扩展,1,breakfast,早餐；早饭,have breakfast
Day 51,新词,食物与饮料扩展,2,lunch,午餐；午饭,have lunch
Day 52,新词,食物与饮料扩展,3,dinner,晚餐；正餐,have dinner
Day 52,新词,食物与饮料扩展,4,supper,晚餐；晚饭,eat supper
Day 52,新词,食物与饮料扩展,5,meal,一餐；膳食,a big meal
Day 52,新词,食物与饮料扩展,6,snack,点心；快餐,a light snack
Day 52,新词,食物与饮料扩展,7,dessert,餐后甜点；甜食,for dessert
Day 52,新词,食物与饮料扩展,8,soup,汤；羹,vegetable soup
Day 52,新词,食物与饮料扩展,9,salad,色拉；沙拉,a green salad
Day 52,新词,食物与饮料扩展,10,sandwich,三明治；夹心面包,a cheese sandwich
Day 52,新词,食物与饮料扩展,11,hamburger,汉堡包,a beef hamburger
Day 52,新词,食物与饮料扩展,12,pizza,披萨饼,an Italian pizza
Day 52,新词,食物与饮料扩展,13,hot dog,热狗,eat a hot dog
Day 52,新词,食物与饮料扩展,14,noodle,面条；傻瓜,beef noodle
Day 52,新词,食物与饮料扩展,15,spaghetti,意大利面条,eat spaghetti
Day 52,新词,食物与饮料扩展,16,porridge,粥；麦片,a bowl of porridge
Day 52,新词,食物与饮料扩展,17,cheese,奶酪；干酪,a piece of cheese
Day 52,新词,食物与饮料扩展,18,butter,黄油；奶油,spread butter
Day 52,新词,食物与饮料扩展,19,jam,果酱；拥挤,strawberry jam
Day 52,新词,食物与饮料扩展,20,honey,蜂蜜；甜蜜,as sweet as honey
Day 52,新词,食物与饮料扩展,21,soy sauce,酱油,add soy sauce
Day 52,新词,食物与饮料扩展,22,oil,油；石油,vegetable oil
Day 52,新词,食物与饮料扩展,23,vinegar,醋,a bottle of vinegar
Day 52,新词,食物与饮料扩展,24,sauce,酱；调味汁,tomato sauce
Day 52,新词,食物与饮料扩展,25,pepper,胡椒；辣椒,black pepper
Day 52,新词,食物与饮料扩展,26,salt,盐；咸,a pinch of salt
Day 52,新词,食物与饮料扩展,27,sugar,糖；糖块,add sugar
Day 53,新词,食物与饮料扩展,28,beef,牛肉；菜牛,roast beef
Day 53,新词,食物与饮料扩展,29,pork,猪肉,fresh pork
Day 53,新词,食物与饮料扩展,30,lamb,羔羊肉；小羊,grilled lamb
Day 53,新词,食物与饮料扩展,31,mutton,羊肉；绵羊,a leg of mutton
Day 53,新词,食物与饮料扩展,32,bacon,咸猪肉；培根,bacon and eggs
Day 53,新词,食物与饮料扩展,33,sausage,香肠；腊肠,a pork sausage
Day 53,新词,食物与饮料扩展,34,ham,火腿；大腿,a slice of ham
Day 53,新词,食物与饮料扩展,35,steak,牛排；肉排,a beef steak
Day 53,新词,食物与饮料扩展,36,shrimp,虾；小虾,shrimp cocktail
Day 53,新词,食物与饮料扩展,37,crab,蟹肉；螃蟹,fresh crab
Day 53,新词,食物与饮料扩展,38,lobster,龙虾；龙虾肉,grilled lobster
Day 53,新词,食物与饮料扩展,39,squid,鱿鱼；乌贼,fried squid
Day 53,新词,食物与饮料扩展,40,candy,糖果；巧克力,a box of candy
Day 53,新词,食物与饮料扩展,41,chocolate,巧克力；巧克力糖,a bar of chocolate
Day 53,新词,食物与饮料扩展,42,cookie,小甜饼；曲奇,chocolate cookie
Day 53,新词,食物与饮料扩展,43,biscuit,饼干；小面包,a tin of biscuits
Day 53,新词,食物与饮料扩展,44,pie,馅饼；派,an apple pie
Day 53,新词,食物与饮料扩展,45,pudding,布丁；甜食,rice pudding
Day 53,新词,食物与饮料扩展,46,ice cream,冰淇淋,chocolate ice cream
Day 53,新词,食物与饮料扩展,47,nut,坚果；螺母,peanut nut
Day 53,新词,食物与饮料扩展,48,peanut,花生；花生米,peanut butter
Day 53,新词,食物与饮料扩展,49,bean,豆；豆科植物,coffee bean
Day 53,新词,食物与饮料扩展,50,pea,豌豆；豆类,green peas
Day 53,新词,食物与饮料扩展,51,corn,谷物；玉米,sweet corn
Day 53,新词,食物与饮料扩展,52,wheat,小麦；小麦色,grow wheat
Day 54,新词,食物与饮料扩展,53,rice,稻；米；米饭,rice field
Day 54,新词,食物与饮料扩展,54,flour,面粉；粉,whole wheat flour
Day 54,新词,食物与饮料扩展,55,dough,生面团；钱,knead dough
Day 54,新词,食物与饮料扩展,56,bread,面包；生计,bread and butter
Day 54,新词,食物与饮料扩展,57,toast,吐司；烤面包,have toast
Day 54,新词,食物与饮料扩展,58,sandwich,三明治,eat a sandwich
Day 54,新词,食物与饮料扩展,59,beverage,饮料,hot beverage
Day 54,新词,食物与饮料扩展,60,drink,饮料；酒,soft drink
Day 54,新词,食物与饮料扩展,61,beer,啤酒,a bottle of beer
Day 54,新词,食物与饮料扩展,62,wine,葡萄酒；酒,a glass of wine
Day 54,新词,食物与饮料扩展,63,cocktail,鸡尾酒,a fruit cocktail
Day 54,新词,食物与饮料扩展,64,whisky,威士忌,a glass of whisky
Day 54,新词,食物与饮料扩展,65,lemonade,柠檬水；汽水,icy lemonade
Day 54,新词,社交与礼仪,1,hello,你好；喂,say hello
Day 54,新词,社交与礼仪,2,hi,嗨；你好,say hi
Day 54,新词,社交与礼仪,3,goodbye,再见；告别,say goodbye
Day 54,新词,社交与礼仪,4,bye,再见；告别,bye bye
Day 54,新词,社交与礼仪,5,farewell,告别；辞别,bid farewell
Day 54,新词,社交与礼仪,6,welcome,欢迎,welcome to China
Day 54,新词,社交与礼仪,7,sorry,对不起；抱歉,I'm sorry
Day 54,新词,社交与礼仪,8,excuse me,对不起；劳驾,excuse me
Day 54,新词,社交与礼仪,9,pardon,原谅；对不起,pardon me
Day 54,新词,社交与礼仪,10,please,请,please sit down
Day 54,新词,社交与礼仪,11,thanks,谢谢；感谢,thanks a lot
Day 54,新词,社交与礼仪,12,thank you,谢谢你,thank you very much
Day 55,复习,数字与量词复习,—,—,复习 48 词,看英文说中文
Day 55,复习,食物与饮料扩展复习,—,—,复习 65 词,看英文说中文
Day 55,复习,社交与礼仪复习,—,—,复习 12 词,看英文说中文
Day 55,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 55,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 55,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 55,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 56,休息,—,—,—,休息,—
Day 57,新词,社交与礼仪,13,cheers,干杯；谢谢,cheers to you
Day 57,新词,社交与礼仪,14,congratulations,祝贺；恭喜,congratulations on
Day 57,新词,社交与礼仪,15,welcome,欢迎,welcome home
Day 57,新词,社交与礼仪,16,nice,令人愉快的,nice to meet you
Day 57,新词,社交与礼仪,17,introduce,介绍,introduce oneself
Day 57,新词,社交与礼仪,18,meet,遇见；见面,nice to meet you
Day 57,新词,社交与礼仪,19,greet,问候；打招呼,greet friends
Day 57,新词,社交与礼仪,20,invite,邀请,invite friends
Day 57,新词,社交与礼仪,21,visit,拜访；参观,visit relatives
Day 57,新词,社交与礼仪,22,party,聚会；党,a birthday party
Day 57,新词,社交与礼仪,23,celebrate,庆祝,celebrate birthday
Day 57,新词,社交与礼仪,24,celebration,庆祝；庆典,New Year celebration
Day 57,新词,社交与礼仪,25,gift,礼物；天赋,a birthday gift
Day 57,新词,社交与礼仪,26,present,礼物；目前,Christmas present
Day 57,新词,社交与礼仪,27,balloon,气球,a red balloon
Day 57,新词,社交与礼仪,28,cake,蛋糕；饼,birthday cake
Day 57,新词,社交与礼仪,29,candle,蜡烛；烛光,blow out candles
Day 57,新词,社交与礼仪,30,invitation,请柬；邀请,a wedding invitation
Day 57,新词,社交与礼仪,31,farewell,告别；送别,a farewell party
Day 57,新词,社交与礼仪,32,friend,朋友；助手,best friend
Day 57,新词,社交与礼仪,33,companion,同伴；伴侣,a traveling companion
Day 57,新词,社交与礼仪,34,partner,伙伴；搭档,life partner
Day 57,新词,社交与礼仪,35,acquaintance,熟人；相识,an old acquaintance
Day 57,新词,社交与礼仪,36,relationship,关系；联系,a close relationship
Day 57,新词,社交与礼仪,37,connection,联系；连接,family connection
Day 58,新词,社交与礼仪,38,fellowship,友谊；团体,college fellowship
Day 58,新词,社交与礼仪,39,kindness,善良；仁慈,show kindness
Day 58,新词,社交与礼仪,40,courtesy,礼貌；谦恭,treat with courtesy
Day 58,新词,社交与礼仪,41,manners,礼貌；规矩,good manners
Day 58,新词,社交与礼仪,42,behavior,行为；表现,good behavior
Day 58,新词,社交与礼仪,43,behaviour,行为；表现（英）,bad behaviour
Day 58,新词,社交与礼仪,44,habit,习惯；习性,good habits
Day 58,新词,社交与礼仪,45,custom,风俗；习惯,a Chinese custom
Day 58,新词,社交与礼仪,46,tradition,传统；惯例,family tradition
Day 58,新词,社交与礼仪,47,ceremony,典礼；仪式,opening ceremony
Day 58,新词,社交与礼仪,48,festival,节日；节庆,Spring Festival
Day 58,新词,社交与礼仪,49,holiday,假日；节日,public holiday
Day 58,新词,社交与礼仪,50,wedding,婚礼；结婚,attend a wedding
Day 58,新词,社交与礼仪,51,funeral,葬礼；丧礼,attend a funeral
Day 58,新词,社交与礼仪,52,birthday,生日；诞辰,Happy birthday
Day 58,新词,社交与礼仪,53,marriage,婚姻；结婚,a happy marriage
Day 58,新词,社交与礼仪,54,divorce,离婚；分离,a divorce case
Day 58,新词,社交与礼仪,55,respect,尊敬；尊重,show respect
Day 58,新词,社交与礼仪,56,polite,有礼貌的；客气的,a polite boy
Day 58,新词,社交与礼仪,57,impolite,无礼的；粗鲁的,an impolite answer
Day 58,新词,社交与礼仪,58,rude,粗鲁的；无礼的,don't be rude
Day 58,新词,社交与礼仪,59,courteous,有礼貌的；谦恭的,a courteous man
Day 58,新词,社交与礼仪,60,generous,慷慨的；大方的,be generous to
Day 58,新词,社交与礼仪,61,mean,刻薄的；吝啬的,don't be mean
Day 58,新词,社交与礼仪,62,kind,善良的；亲切的,be kind to
Day 59,新词,社交与礼仪,63,friendly,友好的；亲切的,be friendly to
Day 59,新词,社交与礼仪,64,nice,好的；友好的,a nice person
Day 59,新词,社交与礼仪,65,lovely,可爱的；令人愉快的,a lovely girl
Day 59,新词,社交与礼仪,66,gentle,温和的；轻柔的,gentle voice
Day 59,新词,社交与礼仪,67,careful,小心的；仔细的,be careful of
Day 59,新词,社交与礼仪,68,careless,粗心的；漫不经心的,a careless mistake
Day 59,新词,社交与礼仪,69,helpful,有帮助的；有益的,a helpful man
Day 59,新词,社交与礼仪,70,hurt,受伤的；委屈的,feel hurt
Day 59,新词,社交与礼仪,71,share,分享；共有,share with
Day 59,新词,社交与礼仪,72,care,关心；照顾,care about
Day 59,新词,社交与礼仪,73,care for,照顾；喜欢,care for children
Day 59,新词,社交与礼仪,74,help,帮助；帮忙,help with
Day 59,新词,社交与礼仪,75,tease,取笑；戏弄,don't tease others
Day 59,新词,社交与礼仪,76,trick,诡计；恶作剧,play a trick on
Day 59,新词,社交与礼仪,77,praise,赞扬；称赞,praise for
Day 59,新词,社交与礼仪,78,encourage,鼓励,encourage to
Day 59,新词,社交与礼仪,79,support,支持；支撑,support a family
Day 59,新词,社交与礼仪,80,protect,保护；防护,protect from
Day 59,新词,社交与礼仪,81,trust,信任；信赖,trust in
Day 59,新词,社交与礼仪,82,believe,相信；认为,believe in
Day 59,新词,社交与礼仪,83,doubt,怀疑；疑虑,no doubt
Day 59,新词,社交与礼仪,84,suspect,怀疑；嫌疑,suspect him of
Day 59,新词,社交与礼仪,85,argue,争论；辩论,argue with
Day 59,新词,社交与礼仪,86,fight,打架；争吵,fight with
Day 59,新词,社交与礼仪,87,quarrel,争吵；吵架,quarrel about
Day 60,新词,社交与礼仪,88,discuss,讨论；商议,discuss with
Day 60,新词,社交与礼仪,89,explain,解释；说明,explain to
Day 60,新词,社交与礼仪,90,chat,聊天；闲谈,have a chat
Day 60,新词,社交与礼仪,91,talk,谈话；交谈,talk with
Day 60,新词,社交与礼仪,92,communicate,交流；沟通,communicate with
Day 60,新词,社交与礼仪,93,conversation,谈话；交谈,have a conversation
Day 60,新词,社交与礼仪,94,dialogue,对话；交换意见,hold a dialogue
Day 60,新词,城市与建筑,1,city,城市；都市,a big city
Day 60,新词,城市与建筑,2,town,镇；城镇,a small town
Day 60,新词,城市与建筑,3,village,村庄；乡村,a quiet village
Day 60,新词,城市与建筑,4,country,国家；乡村,in the country
Day 60,新词,城市与建筑,5,capital,首都；资本,capital city
Day 60,新词,城市与建筑,6,downtown,市区；市中心,downtown area
Day 60,新词,城市与建筑,7,suburb,郊区；近郊,in the suburb
Day 60,新词,城市与建筑,8,district,地区；区,a business district
Day 60,新词,城市与建筑,9,neighborhood,邻近；附近,a quiet neighborhood
Day 60,新词,城市与建筑,10,block,街区；块,a block of houses
Day 60,新词,城市与建筑,11,building,建筑物；房屋,a tall building
Day 60,新词,城市与建筑,12,house,房子；住宅,a big house
Day 60,新词,城市与建筑,13,apartment,公寓；套房,a small apartment
Day 60,新词,城市与建筑,14,flat,公寓；平的,a two-bedroom flat
Day 60,新词,城市与建筑,15,office,办公室；事务所,office building
Day 60,新词,城市与建筑,16,shop,商店；店铺,a small shop
Day 60,新词,城市与建筑,17,store,商店；店铺,a department store
Day 60,新词,城市与建筑,18,supermarket,超级市场；超市,at the supermarket
Day 61,新词,城市与建筑,19,market,市场；集市,go to market
Day 61,新词,城市与建筑,20,mall,购物中心；商场,a shopping mall
Day 61,新词,城市与建筑,21,restaurant,餐馆；饭店,at a restaurant
Day 61,新词,城市与建筑,22,cafe,咖啡馆；餐馆,a small cafe
Day 61,新词,城市与建筑,23,bank,银行；岸,at the bank
Day 61,新词,城市与建筑,24,hospital,医院；病院,a general hospital
Day 61,新词,城市与建筑,25,school,学校；学院,go to school
Day 61,新词,城市与建筑,26,library,图书馆；藏书,a city library
Day 61,新词,城市与建筑,27,church,教堂；教会,attend church
Day 61,新词,城市与建筑,28,temple,寺庙；神殿,an ancient temple
Day 61,新词,城市与建筑,29,palace,宫殿；豪宅,a royal palace
Day 61,新词,城市与建筑,30,farm,农场；农庄,on the farm
Day 61,新词,城市与建筑,31,factory,工厂；制造厂,a car factory
Day 61,新词,城市与建筑,32,port,港；港口,a busy port
Day 61,新词,城市与建筑,33,airport,机场；航空站,at the airport
Day 61,新词,城市与建筑,34,station,车站；站,at the station
Day 61,新词,城市与建筑,35,stop,车站；停止,a bus stop
Day 61,新词,城市与建筑,36,pool,游泳池；水池,swimming pool
Day 61,新词,城市与建筑,37,playground,操场；游乐场,school playground
Day 61,新词,城市与建筑,38,stadium,体育场；体育馆,a football stadium
Day 61,新词,城市与建筑,39,cinema,电影院；电影,go to the cinema
Day 61,新词,城市与建筑,40,theater,剧场；电影院,at the theater
Day 61,新词,城市与建筑,41,church,教堂,attend church
Day 61,新词,城市与建筑,42,bridge,桥；桥梁,across a bridge
Day 61,新词,城市与建筑,43,tower,塔；高楼,a TV tower
Day 62,复习,社交与礼仪复习,—,—,复习 82 词,看英文说中文
Day 62,复习,城市与建筑复习,—,—,复习 43 词,看英文说中文
Day 62,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 62,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 62,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 62,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 63,休息,—,—,—,休息,—
Day 64,新词,城市与建筑,44,skyscraper,摩天大楼,a tall skyscraper
Day 64,新词,城市与建筑,45,statue,雕像；塑像,a bronze statue
Day 64,新词,城市与建筑,46,fountain,喷泉；泉水,a park fountain
Day 64,新词,城市与建筑,47,square,广场；正方形,in the square
Day 64,新词,城市与建筑,48,park,公园；园区,a city park
Day 64,新词,城市与建筑,49,garden,花园；果园,a beautiful garden
Day 64,新词,城市与建筑,50,zoo,动物园；兽栏,at the zoo
Day 64,新词,城市与建筑,51,post office,邮局,at the post office
Day 64,新词,城市与建筑,52,fire station,消防站,call the fire station
Day 64,新词,城市与建筑,53,police station,警察局,at the police station
Day 64,新词,城市与建筑,54,embassy,大使馆；使馆,a foreign embassy
Day 64,新词,城市与建筑,55,courtyard,庭院；院子,an inner courtyard
Day 64,新词,城市与建筑,56,balcony,阳台；露台,on the balcony
Day 64,新词,城市与建筑,57,roof,屋顶；顶部,on the roof
Day 64,新词,城市与建筑,58,basement,地下室；地窖,in the basement
Day 64,新词,城市与建筑,59,floor,地板；楼层,on the second floor
Day 64,新词,城市与建筑,60,wall,墙；墙壁,on the wall
Day 64,新词,城市与建筑,61,fence,栅栏；围栏,over the fence
Day 64,新词,城市与建筑,62,gate,大门；闸门,the school gate
Day 64,新词,城市与建筑,63,door,门；通道,front door
Day 64,新词,城市与建筑,64,window,窗户；窗,look out the window
Day 64,新词,城市与建筑,65,stairs,楼梯；阶梯,climb the stairs
Day 64,新词,城市与建筑,66,lift,电梯；举起,take the lift
Day 64,新词,城市与建筑,67,elevator,电梯；升降机,ride the elevator
Day 64,新词,城市与建筑,68,street,街道；街,on the street
Day 65,新词,城市与建筑,69,lamp,灯；灯光,street lamp
Day 65,新词,城市与建筑,70,light,灯；光线,turn on the light
Day 65,新词,城市与建筑,71,neon,霓虹灯；氖,neon sign
Day 65,新词,城市与建筑,72,road,路；公路,on the road
Day 65,新词,城市与建筑,73,sign,标志；符号,traffic sign
Day 65,新词,城市与建筑,74,traffic light,红绿灯,at the traffic light
Day 65,新词,天气与气候,1,weather,天气；气象,nice weather
Day 65,新词,天气与气候,2,climate,气候；风气,mild climate
Day 65,新词,天气与气候,3,sunny,晴朗的；阳光充足的,a sunny day
Day 65,新词,天气与气候,4,rainy,下雨的；多雨的,a rainy day
Day 65,新词,天气与气候,5,cloudy,多云的；阴天的,a cloudy sky
Day 65,新词,天气与气候,6,windy,有风的；多风的,a windy day
Day 65,新词,天气与气候,7,snowy,下雪的；多雪的,a snowy night
Day 65,新词,天气与气候,8,foggy,有雾的；模糊的,a foggy morning
Day 65,新词,天气与气候,9,stormy,暴风雨的；激烈的,a stormy night
Day 65,新词,天气与气候,10,hot,热的；热情的,hot weather
Day 65,新词,天气与气候,11,cold,冷的；寒冷的,cold wind
Day 65,新词,天气与气候,12,warm,温暖的；热情的,warm sunshine
Day 65,新词,天气与气候,13,cool,凉爽的；酷的,cool breeze
Day 65,新词,天气与气候,14,warm,温暖的,warm afternoon
Day 65,新词,天气与气候,15,humid,潮湿的；湿润的,hot and humid
Day 65,新词,天气与气候,16,dry,干的；干燥的,dry climate
Day 65,新词,天气与气候,17,wet,湿的；下雨的,wet season
Day 65,新词,天气与气候,18,clear,清晰的；晴朗的,clear sky
Day 65,新词,天气与气候,19,bright,明亮的；鲜明的,bright sunshine
Day 66,新词,天气与气候,20,shiny,晴朗的；闪耀的,shiny day
Day 66,新词,天气与气候,21,shine,照耀；发光,sun shines
Day 66,新词,天气与气候,22,rain,雨；下雨,heavy rain
Day 66,新词,天气与气候,23,shower,阵雨；淋浴,a sudden shower
Day 66,新词,天气与气候,24,storm,暴风雨；爆发,a thunderstorm
Day 66,新词,天气与气候,25,thunder,雷；雷声,thunder and lightning
Day 66,新词,天气与气候,26,lightning,闪电；闪电般的,bright lightning
Day 66,新词,天气与气候,27,fog,雾；烟雾,heavy fog
Day 66,新词,天气与气候,28,mist,薄雾；模糊,a morning mist
Day 66,新词,天气与气候,29,dew,露；露水,covered with dew
Day 66,新词,天气与气候,30,snow,雪；下雪,falling snow
Day 66,新词,天气与气候,31,ice,冰；冰块,broken ice
Day 66,新词,天气与气候,32,hail,冰雹；致敬,a hail storm
Day 66,新词,天气与气候,33,wind,风；风儿,strong wind
Day 66,新词,天气与气候,34,breeze,微风,a fresh breeze
Day 66,新词,天气与气候,35,gale,大风；强风,a strong gale
Day 66,新词,天气与气候,36,tornado,龙卷风；旋风,a terrible tornado
Day 66,新词,天气与气候,37,hurricane,飓风；风暴,a big hurricane
Day 66,新词,天气与气候,38,flood,洪水；淹没,a bad flood
Day 66,新词,天气与气候,39,drought,干旱；旱灾,a long drought
Day 66,新词,天气与气候,40,earthquake,地震；大震荡,a strong earthquake
Day 66,新词,天气与气候,41,fire,火；火灾,a forest fire
Day 66,新词,天气与气候,42,disaster,灾难；祸患,natural disaster
Day 66,新词,天气与气候,43,emergency,紧急情况；突发事件,emergency exit
Day 66,新词,天气与气候,44,accident,事故；意外,a car accident
Day 67,新词,天气与气候,45,rescue,营救；解救,rescue team
Day 67,新词,天气与气候,46,umbrella,伞；雨伞,open an umbrella
Day 67,新词,天气与气候,47,raincoat,雨衣,put on a raincoat
Day 67,新词,天气与气候,48,boots,靴子；长筒靴,a pair of boots
Day 67,新词,天气与气候,49,hat,帽子,a rain hat
Day 67,新词,天气与气候,50,gloves,手套；棒球手套,a pair of gloves
Day 67,新词,天气与气候,51,scarf,围巾；头巾,a warm scarf
Day 67,新词,天气与气候,52,forecast,预报；预测,weather forecast
Day 67,新词,天气与气候,53,temperature,温度；体温,high temperature
Day 67,新词,天气与气候,54,degree,程度；度,30 degrees
Day 67,新词,天气与气候,55,below,在……下面；低于,below zero
Day 67,新词,天气与气候,56,above,在……上面；高于,above zero
Day 67,新词,语言与沟通,1,language,语言；语言学,foreign language
Day 67,新词,语言与沟通,2,languages,语言（复数）,modern languages
Day 67,新词,语言与沟通,3,Chinese,中文；汉语,speak Chinese
Day 67,新词,语言与沟通,4,English,英语；英文,learn English
Day 67,新词,语言与沟通,5,Japanese,日语；日本的,speak Japanese
Day 67,新词,语言与沟通,6,French,法语；法国的,speak French
Day 67,新词,语言与沟通,7,German,德语；德国的,learn German
Day 67,新词,语言与沟通,8,Spanish,西班牙语；西班牙的,speak Spanish
Day 67,新词,语言与沟通,9,Russian,俄语；俄国的,Russian history
Day 67,新词,语言与沟通,10,word,单词；词,a new word
Day 67,新词,语言与沟通,11,vocabulary,词汇；词汇量,build vocabulary
Day 67,新词,语言与沟通,12,dictionary,词典；字典,look up a dictionary
Day 67,新词,语言与沟通,13,letter,字母；信件,capital letter
Day 68,新词,语言与沟通,14,alphabet,字母表；字母系统,English alphabet
Day 68,新词,语言与沟通,15,pronunciation,发音；读音,correct pronunciation
Day 68,新词,语言与沟通,16,accent,口音；重音,foreign accent
Day 68,新词,语言与沟通,17,grammar,语法,English grammar
Day 68,新词,语言与沟通,18,tense,时态；拉紧,past tense
Day 68,新词,语言与沟通,19,vocab,词汇,build vocab
Day 68,新词,语言与沟通,20,sentence,句子；判决,make a sentence
Day 68,新词,语言与沟通,21,question,问题；询问,ask a question
Day 68,新词,语言与沟通,22,answer,回答；答案,the answer to
Day 68,新词,语言与沟通,23,dialogue,对话；对白,hold a dialogue
Day 68,新词,语言与沟通,24,conversation,交谈；会话,have a conversation
Day 68,新词,语言与沟通,25,topic,话题；主题,change the topic
Day 68,新词,语言与沟通,26,meaning,意义；意思,word meaning
Day 68,新词,语言与沟通,27,translation,翻译；译文,Chinese translation
Day 68,新词,语言与沟通,28,interpreter,口译员；翻译者,speak through an interpreter
